,val_loss,val_accuracy,loss,accuracy
0,5.261930131912232,0.47510001063346863,8.87364889383316,0.4025000035762787
1,3.593233895301819,0.5339999794960022,4.701705271005631,0.49320000410079956
2,3.6992794275283813,0.5019999742507935,3.7426612317562102,0.5151000022888184
3,2.781819462776184,0.5400999784469604,3.325339597463608,0.5192999839782715
4,3.3582027435302733,0.49410000443458557,3.1300973534584045,0.5213750004768372
5,3.0733811378479006,0.5264000296592712,2.9058050215244293,0.5274500250816345
6,3.0393529176712035,0.4950000047683716,2.7874825954437257,0.5275999903678894
7,3.1149845838546755,0.48190000653266907,2.6457858443260194,0.5314000248908997
8,2.853447937965393,0.5393999814987183,2.542895758152008,0.5261750221252441
9,2.8766870737075805,0.4796000123023987,2.45646553337574,0.5328999757766724
10,2.2710261583328246,0.5103999972343445,2.3576622545719146,0.5335000157356262
11,2.1106069684028625,0.5389999747276306,2.2787003427743913,0.5320500135421753
12,2.971858763694763,0.5289999842643738,2.1527962177991866,0.5358250141143799
13,2.479960870742798,0.5174999833106995,2.092871454358101,0.5432000160217285
14,2.2973158597946166,0.505299985408783,2.001154625415802,0.54339998960495
15,2.1974089622497557,0.5088000297546387,1.936675602197647,0.5411999821662903
16,2.286993145942688,0.5203999876976013,1.851062649488449,0.5415499806404114
17,1.9670971989631654,0.5130000114440918,1.7886578500270844,0.5511000156402588
18,1.6844415187835693,0.5580999851226807,1.7394260168075562,0.5482249855995178
19,1.689504289627075,0.5468999743461609,1.6656195402145386,0.5541750192642212
